segmented_commentText,Label
"ب ال نسب ه ل ل كوت ي ه ترا انت وا جزء من ا جنت وا فهمتى ي اطرطور ه
",P
""" ب ال نسب ه ل موضع ال اديان الذى تحدث ت عن ه نادين , ي جب ان ن علم ان الله عز و جل جعل ال دنيا دار ابتلاء و امتحان و ليس ت دار ال خلود و بعث ال انبياء و ال رسل علي هم ال صلاه و ال سلام ل تعريف ال ناس ب خالق هم ب ال ادل ه و ال براهين و ال حجج و ل عباد ه الله وحد ه لا شريك ل ه , و لكن وجد من ال ناس من ي حرف و ي بدل و ي غير ال دين و ي شرك ب الله عز و جل و ي كفر ب ه ل ذلك ت جدد ابتعاث ال انبياء و ال رسل علي هم ال سلام ل تذكير ال ناس ب توحيد الله عز و جل , و كان ت خاتم ال رسال ات ال سماوي ه ال اسلام ( و هو ال استسلام ل له و ال انقياد ل ه ب ال طاع ه و ال خلاص من ال شرك و هل ه ) و بعث خاتم ال رسل محمد علي ه ال سلام ال مذكور نبو ت ه عند هم فى ال توراه و ال انجيل و ال مذكور نبو ت ه فى اغلب ال اديان ال رئيس ي ه ب ال ادل ه ال صريح ه من كتب هم , ل ذلك ي جب ان ن حترم ( اصحاب ) ال اديان ال اخرى وان ن ناقش هم و ندعو هم الى معرف ه دين الله ال حق ب ال حكم ه و ال موعظ ه ال حسن ه و ال جدال بلتى هى احسن و ال حوار , و من شاء ف ل ي ؤمن و من شاء ف ل ي كفر و الله سوف ي حساب ال كافر الذى ي علم ال حق على كفر ه و جحود ه و عدم تقبل ه ل ل حقائق و ال براهين و ال حجج و ال ادل ه ال واضح ه , و ب ال نسب ه ل موضوع ال حروب فان اغلب ال حروب ت حدث ل ل اسف ب سبب تحقيق مصالح و استعمار و سرق ت ثرو ات و خير ات و سيطر ه "" "" ب ظلم و انتهاك ل حقوق ال اخر ين "" "" كما هو وقت نا ال حاضر , او ت حدث هذه ال حروب ب اسم ال دين و ال دين من ها بريء لان هم ي ريد ون ان ي حقق وا مصالح هم ال شخصي ه و مدعوم ين من منظم ات مثل حال داعش ال خوارج , و ي جب ان ن علم ان هذه ال انواع من ال حروب ت ختلف عن ال حروب التى كان ت ت حدث فى تاريخ ال اسلام , ل ان ال حروب التى كان ت ت حدث فى ال تاريخ ال اسلامى فقط بين ال رجال ال معتد ين و غير هم ممن ي عتدى فقط لا غير , ف لا ي جوز قتل ال نساء و ال اطفال و ال شيبان و ال رهبان و ال قساوس ه و ال عابدين و ال مسالم ين و لا ي جوز هدم ال بيوت و ال عمران و ال مساجد و ال كنائس و ال معباد و ال مساكن و لا ي جوز قتل ال حيوان ال ا ب غرض ال اكل و و ل ل اسرى كرام ه و حقوق و رعاي ه و ل ل كفر ه ( ال غير محارب ين ) حقوق و حماي ه و هذه ال شروط توافر ات فى ال حروب فى ال تاريخ ال اسلامى و التى كان ال هدف من ها اعلاء كلم ه الله عز و جل و نصر ه ال مستضعف ين الذين ي تم تعذيب هم و ال اعتداء علي هم من قبل ال كفار و ال مشرك ين و كان عدد ال حروب قليل جد ا فى ال تاريخ ال اسلامى لان اغلب ال فتوح ات ال اسلامي ه كان ت ت حدث ب دون حروب لان ال ناس من ال مدن ال اخرى كان وا ي تقبل ون خاتم ال رسال ات ال سماوي ه ال اسلام ب اراد ت هم , ل ذلك اتمنى من سير ين و غير ها ان ي درس وا ال حقائق و ال تاريخ ل دين ال اسلام قبل ال تحدث ب تعميم ! ! ! و الله ي وفق ال جميع ل كل مايحب ه و ي رضا ه ""
",N
"ب ال نسب ه ل هائل ال منتقد ين ل كاظم ال ساهر . من هم امام اسطور ه و امبراطوري ه كاظم ال ساهر و هذا ي كفي
",N
"ب انتلى معقد ه مريض ه نفسي ا و هستريا احلام ال ملك ه اخخخخخخخخخ احلام ال بقر ه ال حلوب استهبال ها و طريق ت ها مسكين ه تغيض يا جماع ه ادعول ها ب ال شفاء باين عام ين و تسوطى ي عنى ت هبل ي عنى ت جن احلام ال جاموس ه اذا شفتى تعليقى حطى صور ت ك و اناى نايض ه من نوم ب لا مكياج ب لا كواف عبال ك نولو ن خوف و بيك ضرارى افطنى ل عمر ك ال خلق على ال خالق سبخان و و انما ال اخلاق على ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ؟ ياربى ي شفي ك و ي حل عني ك راكى موخذ ت ها و ماكيش فايق ه نسقسي ك كيف ا ه ت قدرى ت هزى خمس ه كيلو ماكياج فى وجه ك جهد ت بذلى في ه الله لا ي قوي ك مجنون ه بلهاء ساذج ه جاموس ه و قحب ه
",P
"ب اهته ه و قم ه ال به ات ه ت فوووو علي كم يا ام ال عيور ه
",P
"باوع ذول ه ال مضغوط ين
",N
"باى نو هاذى حمار ه كيف ب رديس و هايش ه و هبى اسم ها ال حقيقى ب هدلو ب ال اسلام الله وكيل هم
",P
"بايخ ه مررررر ه
",N
"باين اوى انك راجل انت خول جهنم و باس ال مصير من ال صوت و ال شكل ملمحك كبير ه اتف و ه
",P
"باين راجل و خا ي دير لى دار
",N
"باين علي ها غضب رب نا ربنا ي اخد كل ال فنانين
",P
"ب ت ال كلب ت بكى على صدام ال ملعون سو ه بين ه صدام من سن ه و شيع ه و كرد و عرب انسان ال كلب افضل من ه
",P
"ب تآسف عهال وقت لى عم ي ضيع و ال اعلامى ال لبنانى مع هال مجنون ه احلام
",P
"ب تتكلم و ت قول ال خليج واح نا ب ال خليج ال ايراني ه بقي ت عربي ه و ت قول احنا كمان
",N
"ب تجنن سير ين
",N
"ب تجنن و بحب ا كتيييير و صوت ا ب يشل♡♡
",N
"ب تحطى نفس ك ب مواااااقف ب ايخخخ ه
",N
"ب تحطى نفس ك ب وقاف بيخ ه 😂
",N
"ب تحكى شامى دخيل الله هههه ه
",N
"ب تحكى عن احترام ال دين ! طيب ب ال اول قبل ما ال مسيح ي ه ت حترم دين ك الى هو ال اسلام انتى احترمي ه ب ال اول كل ال اشيا الى ب تنزل ي ها ال لبس الى ب تلبسي ه معظم ه ضد ال دين و حرام شرع ا ما فى نقاش اساس ا ب هال موضوع صح ربنا الى رح ي حاسب ك مو احنا ، بس افضلك ما ت حكى شى عن ال دين و انتى ب هال حال ه و ال اسلام بريء من امثالك الى ب حكوا عم ال اسلام وهم ب عيد ين بعد ال سماء عن ال ارض ب افعال هم و ال شيع ه هم ال هم مذهب هم ال خاص بس ما احترم هذا ال مذهب و لا افكار ه و لا بدى احترم ه ، بس ب دون ما اثير فتن ه
",N
"ب تحكى ماعد نا حري ه و امى و بيى و هي ك ل عد لو ماخذ ه حري ت ها و اهل ها ما ب مانع و كان شو سووت
",N
"ب تدعى ل بشار ؟ ! ! ! الله ي اخد ك
",P
"ب تروح مع ال مذيع ه خلف ال كواليس اعتقد احلام ب تورى ال مذيع ه زب ها
",P
"ب تستاهل ال ضرب ه عديم ه ال دين هى ال حقير ه
",P
"ب تستاهل كل شى ب ينقال
",N
"ب تستاهلى الله لا ي رد ك
",P
"ب تسيء ل سمع ت ها عند استضاف ه حثال ه مثل هؤلاء MBC
",P
"ب تشبه ال بقر ه هى ال متخلف ه ال خايس ه
",P
"ب تشبه ل ل رجال خرا
",P
"ب تعرفى دكتور ك ب شار ما رح ي تنحى رح ن قتل ووو يا خائن ه
",P
"ب تقارنو ال اشكال هاذ ب اليسا ملك ه ال احساس شعب بيئ ه
",P
"ب تقلدى هيف ا ماجك
",N
"ب تقول ال قلام ده قل ه 😂😂😂
",N
"ب تقول انا شايف ه ال فيديو فى قم ه ال ادب و ال احترام ف عل آ عند ك حق دا فى قم ه ال ادب و ال احترام
",N
"ب تقول انا عايش ه علشان ت دلع نفسى و ادلع ال ناس و نسي ت ان رب نا خلق ها علشان ال عباد ه ل له حسبى الله و نعم ال وكيل
",N
"ب تقول انو ال فيديو متصور ب طريق ه محترم ه نذال ه
",P
"ب تقول لو ب شار ال اسد ت نحى عن ال رئاس ه فى سوريا ثانى يوم ب صير دم ب سوريا هوا لسى باقى ب ال سلط ه و اصبح ت سوريا غارق ه ب ال دماء و ال مجازر ف كيف لو ت نحى يارب ال ستر
",N
"ب جح ه و بن ت فاجر ه
",P
"بجح ه ب جاح ه ي خربي ت ك
",P
"ب جد انتى بنادم ه سافل ه و منحط ه و ال شعب ال مصرى برئ منك و من اشكالك
",P
"ب جد ت طمم ال بطن
",N
"ب جر ه
",P
"بحاي اتى مو شايف ه اتف ه منك
",P
"ب حب احلام
",N
""" ب حب اقل ك معلوم ه صغير ه بس كبير ه ع عقل ك ال مخمج ال فرق بين ال انفتاح "" "" ال اوب ين مايند "" "" و ل انحلال فرق شاسع ""
",P
"ب حب الى شخصي ت ها قوي ه بس هاى ما ب حب ها
",N
"ب حب صوت ها جد ا راقى بس ك شخصي ه ب حس ها دم ها ي لطش 😒😩
",N
"بحب ا ♡♡♡
",N
"ب حباااا كتيرر
",N
"ب حبش راغب
",N
"ب حبك احلام كتير و كلن ب يغار و منك و راغب قذر
",P
"ب حبك احلام كتييييييير
",N
"ب حبك سير ين
",N
"ب حبك سير ين . . . . . من ال مفضل ين عندى . . . حب يبتى انت
",N
"ب حبك كتير احلام انا اصلن ب تابع ال برنامج بس عشان ك انتي
",N
"ب حبك ك تيررر ررررر سير ين
",N
"ب حبك و ب حب ك و ب حب ك ت حياتى الك من سورياااا
",N
"ب حبك يا احلام
",N
"ب حبكككككك ب رديس موووت 💋💋💋💋💋💋👏👏👏👏👌👌👌👌👍👍👍👍
",N
"ب حبككككككك رغد ه كتير شطور ه انت👍👍👍 هاد ال راى ال سياسى ال صح الله ي نصر ك يا بشار ال اسد الله ي نصررررررررررر ك 😊😊
",N
"ب حب ه كتير
",N
"ب حب ها ب جد : )
",N
"ب حب ها كتير بس نانسى ما ب بدل ها باى فنان ه تاني ه و هيف ا كمان
",N
"ب حب ها❤
",N
"ب حيات امكن . عنجد هى شخص كتير تاف ه ل يش عم طحتو ها . وايد تاف ها
",P
"ب ختصار احلام مجرد انسان ه ت حب ال شهر ه
",N
"ب ختصار هاذى جرار ه . . . .
",P
"ب خصوص غزو ال كويت . . . مع حبى ل ل شعب ال كويتى . . . بس ال غزو جاء رد ا . . على ال امير الى قال ال مراه ال عراقي ه رخيص ه . . . ف كان ثمن ها هو غزوا ل دول ه كامل ه . . . صدام عجبنى لما كسر راس ايران و ال خليج . . . ف هل عرف تم ؟ ؟
",N
"ب خوص ال مقلب معاها ال حق
",N
"ب داال موسم و ان ت ت قول لن ت ستطيع 😂
",N
"بداي ه ال فديو ت ختصر ل ك ال وصاخ ه الى هى في ها .
",P
"بدك ب ي طلع من راسك
",P
"بدك تاكلى خنزير موش ك نطاكى يا افعى ي احلوف وجه ال قرد
",P
"بدل ما ب تحك وا علي ها ادعو ل ها ب ال هداوى و قول وا الله ي هدي ها و ي هدى كل ال مسلم ين و ال مسلم ات الله ي سامح ها و الله غفور رحيم مو صح يا اخوانى ال اسﻻم و ﻻ تشيل و غبي ه احد واذا ب تدعول ها ب تحلصل وا حسن ات
",N
